pointer,MG693176,MN832787,MT734809,MZ218053,MZ218054
1476,24.3902439,29.41176471,34.56790123,22.22222222,20.83333333
1477,23.17073171,28.23529412,33.75,22.53521127,21.12676056
1478,23.17073171,27.05882353,32.91139241,22.85714286,21.42857143
1479,23.17073171,25.88235294,32.91139241,22.85714286,21.42857143
1480,21.95121951,24.70588235,32.91139241,22.85714286,21.42857143
1481,21.95121951,24.70588235,32.91139241,22.85714286,21.42857143
1482,23.17073171,24.70588235,32.91139241,22.85714286,21.42857143
1483,21.95121951,24.70588235,32.91139241,22.85714286,21.42857143
1484,23.17073171,24.70588235,32.91139241,22.85714286,21.42857143
1485,23.17073171,24.70588235,32.91139241,22.85714286,21.42857143
1486,23.17073171,25.88235294,34.17721519,22.85714286,21.42857143
1487,23.17073171,25.88235294,35.44303797,22.85714286,21.42857143
1488,24.3902439,25.88235294,36.70886076,22.85714286,21.42857143
1489,24.3902439,24.70588235,36.70886076,24.28571429,22.85714286
1490,24.3902439,24.70588235,36.70886076,24.28571429,22.85714286
1491,25.6097561,24.70588235,36.70886076,24.28571429,22.85714286
1492,26.82926829,25.88235294,37.97468354,24.28571429,22.85714286
1493,25.6097561,25.88235294,36.70886076,24.28571429,21.42857143
1494,25.6097561,27.05882353,37.97468354,22.85714286,20
1495,24.3902439,27.05882353,39.24050633,21.42857143,18.57142857
1496,23.17073171,27.05882353,39.24050633,20,17.14285714
1497,24.3902439,28.23529412,39.24050633,20,17.14285714
1498,25.6097561,28.23529412,40.50632911,21.42857143,18.57142857
1499,25.6097561,28.23529412,40.50632911,21.42857143,18.57142857
1500,26.82926829,29.41176471,40.50632911,21.42857143,18.57142857
1501,26.82926829,30.58823529,40.50632911,22.85714286,20
1502,26.82926829,30.58823529,40.50632911,22.85714286,20
1503,28.04878049,29.41176471,39.24050633,22.85714286,20
1504,28.04878049,28.23529412,37.97468354,22.85714286,20
1505,28.04878049,27.05882353,37.97468354,22.85714286,20
1506,28.91566265,27.05882353,37.97468354,23.94366197,21.12676056
1507,29.76190476,27.05882353,37.97468354,23.61111111,20.83333333
1508,29.41176471,28.23529412,37.97468354,23.28767123,20.54794521
1509,29.06976744,28.23529412,39.24050633,22.97297297,20.27027027
1510,29.88505747,29.41176471,39.24050633,24,21.33333333
1511,29.54545455,30.58823529,39.24050633,23.68421053,21.05263158
1512,29.21348315,31.76470588,40.50632911,24.67532468,22.07792208
1513,28.88888889,32.94117647,41.7721519,24.35897436,21.79487179
1514,28.57142857,32.94117647,41.7721519,25.3164557,22.78481013
1515,28.26086957,32.94117647,43.03797468,25,22.5
1516,27.95698925,32.94117647,43.03797468,24.69135802,22.22222222
1517,27.65957447,32.94117647,43.03797468,24.3902439,21.95121951
1518,27.36842105,32.94117647,43.03797468,24.09638554,21.68674699
1519,28.125,34.11764706,44.30379747,25,22.61904762
1520,27.83505155,34.11764706,44.30379747,24.70588235,22.35294118
1521,27.83505155,34.11764706,45.56962025,23.52941176,21.17647059
1522,28.86597938,34.11764706,46.83544304,24.70588235,22.35294118
1523,28.86597938,32.94117647,46.83544304,24.70588235,22.35294118
1524,28.86597938,32.94117647,46.83544304,24.70588235,22.35294118
1525,29.89690722,34.11764706,46.83544304,25.88235294,23.52941176
1526,29.89690722,32.94117647,45.56962025,27.05882353,24.70588235
1527,30.92783505,32.94117647,44.30379747,27.05882353,24.70588235
1528,30.92783505,31.76470588,43.03797468,27.05882353,24.70588235
1529,30.92783505,31.76470588,44.30379747,27.05882353,24.70588235
1530,31.95876289,31.76470588,45.56962025,27.05882353,24.70588235
1531,30.92783505,31.76470588,45.56962025,25.88235294,23.52941176
1532,29.89690722,31.76470588,44.30379747,25.88235294,23.52941176
1533,30.92783505,31.76470588,44.30379747,25.88235294,23.52941176
1534,30.92783505,31.76470588,43.03797468,24.70588235,22.35294118
1535,31.95876289,31.76470588,41.7721519,23.52941176,21.17647059
1536,32.98969072,31.39534884,41.25,24.70588235,22.35294118
1537,32.98969072,32.18390805,41.97530864,24.70588235,22.35294118
1538,32.98969072,31.81818182,42.68292683,24.70588235,22.35294118
1539,32.98969072,31.46067416,43.37349398,24.70588235,22.35294118
1540,32.98969072,32.22222222,42.85714286,25.88235294,23.52941176
1541,32.98969072,31.86813187,42.35294118,25.88235294,23.52941176
1542,34.02061856,32.60869565,43.02325581,25.58139535,23.25581395
1543,35.05154639,33.33333333,43.67816092,25.28735632,22.98850575
1544,35.05154639,32.9787234,44.31818182,25,22.72727273
1545,35.05154639,32.63157895,43.82022472,24.71910112,22.47191011
1546,35.05154639,32.29166667,43.33333333,24.44444444,22.22222222
1547,35.05154639,32.98969072,42.85714286,24.17582418,21.97802198
1548,36.08247423,33.67346939,42.39130435,25,22.82608696
1549,37.11340206,34.34343434,41.93548387,24.7311828,22.58064516
1550,38.1443299,35,41.4893617,24.46808511,22.34042553
1551,38.1443299,35,41.4893617,24.46808511,22.34042553
1552,39.17525773,36,42.55319149,25.53191489,23.40425532
1553,39.17525773,36,42.55319149,25.53191489,23.40425532
1554,40.20618557,36,41.4893617,25.53191489,23.40425532
1555,40.20618557,35,40.42553191,24.46808511,22.34042553
1556,39.17525773,34,39.36170213,24.46808511,22.34042553
1557,40.20618557,34,39.36170213,25.53191489,23.40425532
1558,41.2371134,34,40.42553191,26.59574468,24.46808511
1559,41.2371134,34,40.42553191,25.53191489,23.40425532
1560,42.26804124,35,40.42553191,26.59574468,24.46808511
1561,43.29896907,35,40.42553191,27.65957447,25.53191489
1562,43.29896907,36,40.42553191,27.65957447,25.53191489
1563,44.32989691,36,41.4893617,28.72340426,26.59574468
1564,45.36082474,37,42.55319149,29.78723404,27.65957447
1565,45.36082474,37,42.55319149,29.78723404,27.65957447
1566,44.32989691,38,43.61702128,28.72340426,27.65957447
1567,43.29896907,38,43.61702128,27.65957447,26.59574468
1568,43.29896907,38,42.55319149,26.59574468,25.53191489
1569,43.29896907,38,42.55319149,26.59574468,25.53191489
1570,44.32989691,39,43.61702128,27.65957447,26.59574468
1571,44.32989691,39,43.61702128,28.72340426,27.65957447
1572,44.32989691,39,43.61702128,28.72340426,27.65957447
1573,43.87755102,40,43.15789474,28.42105263,27.36842105
1574,43.43434343,41,42.70833333,28.125,27.08333333
1575,43,41,42.26804124,27.83505155,26.80412371
1576,43,41,41.83673469,27.55102041,26.53061224
1577,43,41,41.41414141,27.27272727,26.26262626
1578,44,42,42,28,27
1579,45,43,42,29,28
1580,45,43,42,28,27
1581,44,44,43,28,27
1582,43,44,43,29,28
1583,43,44,43,30,29
1584,42,44,43,30,29
1585,41,44,43,29,28
1586,40,43,42,28,27
1587,41,44,42,29,28
1588,40,44,41,29,28
1589,39,44,41,28,27
1590,40,45,42,29,28
1591,40,46,42,30,29
1592,39,46,41,30,29
1593,40,47,42,30,30
1594,41,47,42,31,31
1595,41,46,41,31,31
1596,42,46,41,31,31
1597,42,45,40,32,32
1598,42,45,39,32,32
1599,43,46,40,33,33
1600,43,46,41,34,34
1601,42,46,41,33,33
1602,43,47,41,34,34
1603,42,48,41,34,34
1604,42,48,41,34,34
1605,43,48,40,35,35
1606,42,49,41,34,34
1607,41,49,41,34,34
1608,42,48,41,34,34
1609,43,48,40,34,34
1610,42,48,41,33,33
1611,43,47,42,33,33
1612,44,46,41,33,33
1613,44,45,40,33,33
1614,45,45,41,33,33
1615,46,45,41,34,34
1616,46,45,41,34,34
1617,47,46,42,34,34
1618,48,47,43,35,35
1619,47,46,42,34,34
1620,48,47,42,35,35
1621,48,47,42,35,35
1622,47.47474747,46,41,34,34
1623,47.95918367,46,41,34,34
1624,48.45360825,46,41,34,34
1625,47.42268041,45,40,34,33
1626,48.45360825,45,40,33,32
1627,48.45360825,46,41,33,32
1628,48.45360825,47,41,33,32
1629,48.45360825,48,40,34,33
1630,47.42268041,48,40,34,33
1631,47.42268041,48,39,34,33
1632,47.42268041,48,40,34,33
1633,46.39175258,49,41,34,33
1634,46.39175258,49,42,34,34
1635,45.36082474,50,42,34,34
1636,45.36082474,50,42,34,34
1637,46.39175258,49,41,35,35
1638,47.42268041,50,40,36,36
1639,48.45360825,50,39,37,37
1640,48.45360825,49,40,36,36
1641,48.45360825,50,41,36,36
1642,47.42268041,49,40,37,37
1643,47.42268041,48,40,37,37
1644,48.45360825,48,40,37,37
1645,48.45360825,48,40,37,37
1646,48.45360825,48,40,37,37
1647,48.45360825,47,40,37,37
1648,47.42268041,46,40,36,36
1649,46.39175258,46,41,36,36
1650,45.36082474,46,41,36,36
1651,45.36082474,47,41,36,36
1652,44.32989691,47,41,35,35
1653,44.32989691,47,41,35,35
1654,43.29896907,47,41,35,35
1655,42.26804124,47,42,35,35
1656,42.26804124,47,43,35,35
1657,42.26804124,47,43,35,35
1658,42.26804124,46,42,34,35
1659,42.26804124,46,42,35,36
1660,42.26804124,46,41,35,36
1661,41.2371134,45,40,34,35
1662,42.26804124,45,41,35,36
1663,41.2371134,46,41,34,35
1664,40.20618557,45,40,33,34
1665,41.2371134,45,40,33,34
1666,41.2371134,44,39,33,34
1667,41.2371134,43,38,34,34
1668,40.20618557,43,38,34,34
1669,41.2371134,43,38,35,35
1670,41.2371134,42,38,34,34
1671,41.2371134,42,39,34,34
1672,42.26804124,43,40,34,34
1673,42.26804124,42,40,34,34
1674,42.26804124,41,40,34,34
1675,42.26804124,41,40,34,34
1676,42.26804124,41,40,34,34
1677,42.26804124,42,41,35,35
1678,41.2371134,42,41,34,34
1679,41.2371134,42,41,33,33
1680,42.26804124,42,41,34,34
1681,43.29896907,41,41,34,34
1682,43.29896907,41,41,33,33
1683,44.32989691,42,42,33,33
1684,45.36082474,43,43,34,34
1685,45.36082474,43,42,34,34
1686,46.39175258,44,43,35,35
1687,46.39175258,44,43,35,35
1688,46.39175258,44,44,35,35
1689,47.42268041,45,45,35,35
1690,46.39175258,45,45,34,34
1691,45.36082474,45,45,34,33
1692,46.39175258,45,45,35,34
1693,45.36082474,44,44,35,34
1694,44.32989691,43,43,34,33
1695,44.32989691,44,44,34,33
1696,43.29896907,44,45,34,33
1697,43.29896907,44,46,33,33
1698,42.26804124,44,47,33,32
1699,41.2371134,44,47,32,31
1700,41.2371134,44,46,32,31
1701,41.2371134,44,47,32,31
1702,40.20618557,44,48,31,30
1703,41.2371134,43,49,31,30
1704,41.2371134,43,50,31,30
1705,40.20618557,44,51,30,29
1706,40.20618557,43,50,30,29
1707,41.2371134,44,51,31,30
1708,41.2371134,45,52,32,31
1709,41.2371134,46,53,33,32
1710,42.26804124,45,52,34,33
1711,42.26804124,46,52,35,34
1712,41.2371134,46,53,34,33
1713,41.2371134,46,53,34,33
1714,40.20618557,46,52,34,33
1715,39.17525773,46,51,33,32
1716,39.17525773,47,51,33,32
1717,38.1443299,47,51,33,32
1718,37.11340206,47,50,32,31
1719,38.1443299,48,51,33,32
1720,38.1443299,48,52,33,32
1721,37.11340206,48,52,33,33
1722,37.75510204,48,52,33,33
1723,38.38383838,49,53,33,33
1724,38,49,53,33,34
1725,39,49,54,32,34
1726,38,50,55,32,34
1727,37,49,54,33,35
1728,38,48,54,34,36
1729,39,47,54,33,35
1730,39,47,54,33,36
1731,40,47,54,33,36
1732,41,47,54,34,37
1733,41,46,54,34,37
1734,41,47,54,34,36
1735,42,46,54,34,36
1736,41,47,54,33,35
1737,40,47,54,32,34
1738,39,46,54,32,34
1739,38,46,54,31,34
1740,38,46,54,31,34
1741,38,46,54,31,34
1742,38,46,54,30,33
1743,38,46,53,30,33
1744,38,46,53,31,34
1745,38,46,53,31,34
1746,39,47,54,32,35
1747,40,48,55,33,36
1748,41,49,55,33,36
1749,41,48,54,34,36
1750,42,48,54,35,37
1751,42,47,54,35,37
1752,43,46,53,35,37
1753,43,45,53,35,37
1754,43,45,54,35,37
1755,44,46,54,35,37
1756,44,46,53,36,38
1757,44,45,52,35,37
1758,44,46,52,36,37
1759,45,47,53,36,37
1760,44,47,54,35,36
1761,45,48,55,36,37
1762,45,48,55,36,37
1763,45,47,54,36,37
1764,45,47,54,36,37
1765,45,48,55,36,37
1766,45,49,55,36,37
1767,46,50,55,36,38
1768,46,50,56,36,38
1769,46,49,55,36,38
1770,46,50,55,37,39
1771,45,50,54,36,38
1772,44,49,54,36,38
1773,45,49,55,37,39
1774,45,50,56,37,39
1775,45,51,57,37,39
1776,45,51,57,38,40
1777,45,50,56,38,40
1778,45,49,55,38,40
1779,44,48,54,38,40
1780,43,48,54,37,39
1781,42,48,53,37,39
1782,43,48,53,37,39
1783,42,48,53,36,38
1784,41,48,53,35,37
1785,42,47,53,35,37
1786,42,47,53,35,37
1787,41,46,52,34,37
1788,42,46,51,34,37
1789,41,45,51,34,37
1790,41,44,50,34,37
1791,42,43,49,33,37
1792,41,42,49,32,36
1793,41,43,50,31,35
1794,42,44,51,32,36
1795,43,43,50,33,37
1796,43,43,49,34,38
1797,43,43,48,35,38
1798,43,43,48,34,38
1799,43,42,47,35,39
1800,42,41,47,34,38
1801,42,41,47,34,38
1802,42,40,46,35,39
1803,41,41,45,35,39
1804,41,41,44,35,39
1805,41,40,43,35,39
1806,42,40,43,36,40
1807,41,40,43,35,39
1808,40,40,43,34,38
1809,40,40,43,34,38
1810,40,41,44,34,38
1811,39,40,43,34,38
1812,39,40,43,35,39
1813,39,40,43,35,39
1814,40,40,43,34,38
1815,41,40,43,34,38
1816,42,40,44,35,39
1817,42,39,44,35,39
1818,43,38,45,36,40
1819,43,37,45,36,40
1820,42,36,45,36,39
1821,43,37,45,37,39
1822,43,37,46,38,40
1823,42,37,46,38,40
1824,43,38,47,39,40
1825,42,39,47,39,40
1826,42,38,47,39,40
1827,42,38,48,38,39
1828,41,38,48,37,38
1829,40,38,48,37,38
1830,41,38,48,37,37
1831,40,39,49,37,37
1832,39,39,48,36,36
1833,40,40,48,36,36
1834,40,39,47,37,37
1835,39,39,47,38,38
1836,40,38,47,39,39
1837,41,39,48,40,40
1838,42,39,49,39,39
1839,42,39,49,40,39
1840,43,40,49,41,40
1841,43,39,48,41,40
1842,43,40,49,41,40
1843,42,41,50,41,40
1844,42,42,50,40,39
1845,43,43,51,41,40
1846,43,43,51,41,40
1847,42,42,51,40,39
1848,41,42,52,40,39
1849,42,43,53,40,40
1850,41,42,54,39,39
1851,42,43,55,40,40
1852,42,44,56,41,41
1853,42,44,55,41,41
1854,43,45,54,41,41
1855,42,45,54,41,41
1856,43,45,54,41,41
1857,43,46,54,42,42
1858,43,46,54,42,42
1859,43,46,53,41,42
1860,44,46,53,42,43
1861,44,46,53,42,43
1862,44,45,52,41,42
1863,45,46,52,42,43
1864,45,46,52,42,43
1865,44,45,51,42,43
1866,44,45,52,43,44
1867,44,45,53,43,44
1868,44,45,53,43,44
1869,44,46,54,43,44
1870,44,46,54,43,44
1871,45,47,54,43,44
1872,45,47,53,43,44
1873,44,48,53,42,43
1874,44,48,52,42,43
1875,44,47,51,42,43
1876,45,47,51,41,42
1877,45,47,51,40,41
1878,46,48,52,41,42
1879,47,49,53,42,43
1880,47,49,53,42,43
1881,47,49,53,42,43
1882,47,50,54,43,44
1883,47,49,54,43,44
1884,48,49,54,44,45
1885,48,50,55,45,46
1886,47,49,55,44,45
1887,48,50,56,45,45
1888,47,51,57,45,45
1889,48,51,56,46,46
1890,48,51,56,46,46
1891,47,51,56,46,46
1892,47,51,56,46,46
1893,48,50,56,47,47
1894,48,49,55,47,47
1895,47,50,55,46,46
1896,47,50,55,45,45
1897,46,51,56,44,44
1898,46,51,56,44,44
1899,47,51,56,43,43
1900,48,51,56,43,43
1901,48,50,56,43,43
1902,49,51,57,43,43
1903,50,51,58,44,44
1904,50,52,59,44,44
1905,51,53,60,44,44
1906,51,54,61,44,44
1907,51,53,60,44,44
1908,52,53,60,44,44
1909,51,53,60,43,43
1910,50,53,59,42,42
1911,51,53,59,41,41
1912,51,53,59,40,40
1913,51,54,60,40,40
1914,51,55,61,41,41
1915,50,56,62,42,42
1916,49,55,62,41,41
1917,49,55,62,41,41
1918,48,56,62,40,40
1919,47,56,61,40,39
1920,48,57,61,40,40
1921,48,57,61,40,40
1922,47,58,60,39,39
1923,47,58,60,39,39
1924,46,58,60,38,38
1925,46,58,59,38,38
1926,47,59,58,38,38
1927,48,59,57,39,39
1928,48,59,58,40,40
1929,49,60,59,41,41
1930,49,60,59,42,42
1931,49,59,58,42,42
1932,50,59,59,43,43
1933,50,59,59,44,44
1934,50,59,59,43,43
1935,51,60,60,43,43
1936,51,61,61,43,43
1937,50,61,61,42,42
1938,49,62,61,42,42
1939,49,63,62,41,41
1940,48,63,61,40,40
1941,48,63,62,40,40
1942,49,62,62,41,41
1943,49,61,61,41,41
1944,49,61,61,42,42
1945,49,60,61,42,42
1946,48,60,60,41,41
1947,49,61,60,42,42
1948,50,61,60,43,43
1949,49,61,60,42,42
1950,50,62,60,43,43
1951,49,62,59,42,42
1952,48,61,58,42,42
1953,48,61,59,42,42
1954,47,61,60,42,42
1955,47,60,59,42,42
1956,46,60,59,41,41
1957,45,60,60,40,40
1958,45,59,61,39,39
1959,44,59,61,39,38
1960,43,59,61,38,37
1961,42,58,60,38,37
1962,42,59,61,38,37
1963,42,59,62,37,36
1964,43,59,62,37,37
1965,43,59,62,37,37
1966,44,58,62,37,37
1967,43,57,61,36,36
1968,44,57,61,36,36
1969,44,57,61,35,35
1970,43,56,60,34,34
1971,43,56,61,35,35
1972,44,57,62,36,36
1973,44,57,62,36,36
1974,44,57,62,36,36
1975,44,58,63,36,36
1976,43,58,63,36,36
1977,44,59,64,37,37
1978,44,59,64,36,36
1979,43,58,63,35,35
1980,43,58,64,35,35
1981,44,59,65,35,35
1982,44,58,65,34,34
1983,45,58,64,34,34
1984,44,57,63,33,33
1985,43,56,62,32,32
1986,44,56,61,32,32
1987,44,56,60,31,31
1988,44,56,59,31,31
1989,43,57,59,30,30
1990,44,57,59,30,30
1991,44,58,60,30,30
1992,44,58,60,30,30
1993,44,58,60,29,29
1994,44,58,60,28,28
1995,45,58,61,28,28
1996,46,59,62,29,29
1997,46,58,61,29,29
1998,47,58,61,30,30
1999,47,59,62,31,31
2000,47,59,63,32,32
2001,48,59,62,32,32
2002,47,58,61,31,31
2003,46,57,61,30,30
2004,47,57,61,31,31
2005,47,56,60,31,31
2006,46,55,60,31,31
2007,47,55,61,32,32
2008,46,55,60,32,32
2009,46,54,59,32,32
2010,47,54,59,33,33
2011,47,55,59,34,34
2012,48,55,58,35,35
2013,48.48484848,54.54545455,57,35.35353535,35.35353535
2014,47.95918367,54.08163265,56,34.69387755,34.69387755
2015,48.45360825,53.60824742,55,34.02061856,34.02061856
2016,48.45360825,54.63917526,55,35.05154639,35.05154639
2017,48.45360825,54.63917526,55,36.08247423,36.08247423
2018,48.45360825,53.60824742,54,36.08247423,36.08247423
2019,48.45360825,53.60824742,54,35.05154639,36.08247423
2020,47.42268041,52.57731959,53,34.02061856,35.05154639
2021,46.39175258,51.54639175,52,32.98969072,34.02061856
2022,47.42268041,50.51546392,52,34.02061856,35.05154639
2023,47.42268041,49.48453608,51,34.02061856,35.05154639
2024,47.42268041,48.45360825,50,34.02061856,35.05154639
2025,47.42268041,47.42268041,50,35.05154639,36.08247423
2026,46.39175258,46.39175258,50,36.08247423,37.11340206
2027,45.36082474,46.39175258,50,35.05154639,36.08247423
2028,46.39175258,47.42268041,50,35.05154639,36.08247423
2029,46.39175258,47.42268041,50,35.05154639,36.08247423
2030,46.39175258,47.42268041,50,35.05154639,36.08247423
2031,47.42268041,48.45360825,50,35.05154639,36.08247423
2032,46.39175258,47.42268041,49,34.02061856,35.05154639
2033,45.36082474,46.39175258,48,32.98969072,35.05154639
2034,45.83333333,46.875,48.48484848,32.98969072,35.05154639
2035,45.26315789,46.31578947,47.95918367,31.95876289,34.02061856
2036,44.68085106,45.74468085,47.42268041,30.92783505,32.98969072
2037,45.16129032,45.16129032,46.875,30.92783505,32.98969072
2038,45.65217391,44.56521739,46.31578947,30.92783505,32.98969072
2039,46.15384615,43.95604396,45.74468085,30.92783505,32.98969072
2040,46.66666667,43.33333333,46.23655914,30.92783505,32.98969072
2041,47.19101124,43.82022472,45.65217391,30.92783505,32.98969072
2042,46.59090909,44.31818182,45.05494505,29.89690722,31.95876289
2043,47.12643678,44.82758621,45.55555556,29.89690722,31.95876289
2044,46.51162791,44.18604651,44.94382022,28.86597938,30.92783505
2045,45.34883721,44.18604651,43.82022472,27.83505155,30.92783505
2046,45.34883721,43.02325581,43.82022472,28.86597938,31.95876289
2047,44.18604651,41.86046512,42.69662921,27.83505155,30.92783505
2048,43.02325581,40.69767442,41.57303371,26.80412371,29.89690722
2049,43.02325581,39.53488372,40.4494382,27.83505155,30.92783505
2050,41.86046512,38.37209302,39.3258427,26.80412371,29.89690722
2051,41.86046512,37.20930233,39.3258427,27.83505155,30.92783505
2052,41.86046512,37.20930233,39.3258427,27.83505155,30.92783505
2053,41.86046512,37.20930233,38.20224719,27.83505155,30.92783505
2054,41.86046512,36.04651163,37.07865169,27.83505155,30.92783505
2055,41.86046512,37.20930233,38.20224719,27.83505155,30.92783505
2056,41.86046512,38.37209302,38.20224719,27.83505155,30.92783505
2057,43.02325581,38.37209302,38.20224719,27.83505155,30.92783505
2058,43.02325581,38.37209302,37.07865169,27.83505155,30.92783505
2059,44.18604651,37.20930233,37.07865169,27.83505155,30.92783505
2060,45.34883721,36.04651163,35.95505618,27.83505155,30.92783505
2061,46.51162791,36.04651163,35.95505618,27.83505155,30.92783505
2062,45.34883721,36.04651163,35.95505618,28.86597938,31.95876289
2063,45.34883721,36.04651163,34.83146067,29.89690722,32.98969072
2064,45.34883721,36.04651163,35.95505618,29.89690722,31.95876289
2065,45.34883721,37.20930233,37.07865169,29.89690722,31.95876289
2066,44.18604651,37.20930233,37.07865169,29.89690722,31.95876289
2067,44.18604651,37.20930233,38.20224719,29.89690722,31.95876289
2068,44.18604651,36.04651163,38.20224719,30.92783505,32.98969072
2069,44.18604651,36.04651163,38.20224719,31.95876289,34.02061856
2070,45.34883721,37.20930233,39.3258427,32.98969072,35.05154639
2071,45.34883721,36.04651163,38.20224719,32.98969072,34.02061856
2072,44.18604651,34.88372093,37.07865169,31.95876289,32.98969072
2073,45.34883721,34.88372093,37.07865169,31.95876289,32.98969072
2074,45.34883721,33.72093023,37.07865169,32.98969072,34.02061856
2075,45.34883721,32.55813953,37.07865169,32.98969072,34.02061856
2076,45.34883721,32.55813953,37.07865169,32.98969072,34.02061856
2077,44.70588235,31.39534884,36.36363636,31.95876289,32.98969072
2078,44.04761905,30.23255814,35.63218391,31.95876289,32.98969072
2079,44.57831325,30.23255814,36.04651163,31.95876289,32.98969072
2080,45.12195122,30.23255814,35.29411765,31.95876289,32.98969072
2081,44.44444444,29.06976744,34.52380952,31.95876289,32.98969072
2082,43.75,29.06976744,33.73493976,31.95876289,32.98969072
2083,43.03797468,29.06976744,34.14634146,31.95876289,32.98969072
2084,43.58974359,29.06976744,34.56790123,31.95876289,32.98969072
2085,44.15584416,29.06976744,35,31.95876289,32.98969072
2086,43.42105263,29.06976744,35.44303797,31.95876289,32.98969072
2087,42.66666667,27.90697674,35.8974359,31.95876289,32.98969072
2088,43.24324324,26.74418605,36.36363636,31.95876289,32.98969072
2089,43.83561644,25.58139535,36.84210526,31.95876289,32.98969072
2090,43.05555556,25.58139535,37.33333333,31.95876289,32.98969072
2091,43.66197183,24.70588235,36.48648649,32.29166667,32.98969072
2092,44.28571429,25,36.98630137,32.63157895,32.98969072
2093,43.47826087,25.30120482,36.11111111,32.9787234,32.98969072
2094,42.64705882,25.6097561,36.61971831,33.33333333,32.98969072
2095,41.79104478,24.69135802,35.71428571,33.69565217,32.98969072
2096,40.90909091,23.75,34.7826087,32.96703297,31.95876289
2097,41.53846154,24.05063291,35.29411765,33.33333333,31.95876289
2098,40.625,24.35897436,34.32835821,32.58426966,30.92783505
2099,39.68253968,23.37662338,33.33333333,31.81818182,29.89690722
2100,38.70967742,23.68421053,32.30769231,30.68181818,28.86597938
2101,37.70491803,24,32.8125,30.68181818,28.86597938
2102,38.33333333,24.32432432,33.33333333,30.68181818,28.86597938
2103,38.98305085,24.65753425,32.25806452,30.68181818,28.86597938
2104,37.93103448,23.61111111,31.14754098,29.54545455,27.83505155
2105,36.84210526,23.94366197,31.66666667,29.54545455,27.83505155
2106,37.5,24.28571429,30.50847458,28.40909091,26.80412371
2107,36.36363636,24.63768116,29.31034483,27.27272727,25.77319588
2108,37.03703704,23.52941176,29.8245614,27.27272727,25.77319588
2109,37.73584906,23.88059701,30.35714286,27.27272727,25.77319588
2110,36.53846154,22.72727273,30.90909091,26.13636364,24.74226804
2111,35.29411765,21.53846154,31.48148148,25,23.71134021
2112,34,21.875,32.0754717,23.86363636,22.68041237
2113,34,21.875,32.69230769,23.59550562,22.44897959
2114,34,21.875,33.33333333,23.33333333,22.22222222
2115,34,21.875,34,23.07692308,22
2116,34.69387755,20.63492063,32.65306122,21.97802198,21
2117,35.41666667,20.96774194,31.25,20.87912088,20
2118,36.17021277,21.31147541,31.91489362,20.87912088,20
2119,36.95652174,21.66666667,32.60869565,20.87912088,20
2120,37.77777778,22.03389831,33.33333333,20.87912088,20
2121,38.63636364,22.4137931,34.09090909,20.87912088,20
2122,37.20930233,22.80701754,34.88372093,19.78021978,19
2123,38.0952381,23.21428571,35.71428571,19.78021978,19
2124,39.02439024,23.63636364,36.58536585,19.78021978,19
2125,40,24.07407407,37.5,18.68131868,18
2126,41.02564103,24.52830189,38.46153846,17.58241758,17
2127,42.10526316,25,39.47368421,17.58241758,17
2128,40.54054054,23.52941176,37.83783784,16.48351648,16
2129,38.88888889,22,36.11111111,15.38461538,15
2130,37.14285714,20.40816327,34.28571429,14.28571429,14
2131,35.29411765,18.75,35.29411765,14.28571429,14
2132,36.36363636,19.14893617,36.36363636,14.28571429,14
2133,37.5,19.56521739,37.5,14.28571429,13
2134,37.5,19.56521739,37.5,14.28571429,13
2135,37.5,19.56521739,37.5,14.28571429,13
2136,37.5,19.56521739,37.5,14.28571429,13
2137,37.5,19.56521739,37.5,14.28571429,13
2138,37.5,19.56521739,37.5,14.28571429,13
2139,37.5,19.56521739,37.5,14.28571429,13
2140,37.5,19.56521739,37.5,14.28571429,13
2141,37.5,19.56521739,37.5,14.28571429,13
2142,37.5,19.56521739,37.5,14.28571429,13
2143,37.5,19.56521739,37.5,14.28571429,13
2144,37.5,19.56521739,37.5,14.28571429,13
2145,38.70967742,20,38.70967742,14.28571429,12
2146,40,20.45454545,40,13.18681319,11
2147,41.37931034,20.93023256,41.37931034,13.18681319,11
2148,42.85714286,21.42857143,42.85714286,13.18681319,11
2149,44.44444444,21.95121951,44.44444444,12.08791209,10
2150,46.15384615,22.5,46.15384615,12.08791209,10
2151,48,23.07692308,48,10.98901099,9
2152,50,23.68421053,50,9.89010989,8
2153,52.17391304,24.32432432,52.17391304,9.89010989,8
2154,54.54545455,24.32432432,52.17391304,9.89010989,8
2155,54.54545455,21.62162162,47.82608696,9.89010989,8
2156,54.54545455,18.91891892,47.82608696,9.89010989,8
2157,54.54545455,16.21621622,43.47826087,9.89010989,8
2158,54.54545455,18.91891892,43.47826087,10.98901099,9
2159,50,18.91891892,43.47826087,12.08791209,10
2160,45.45454545,18.91891892,43.47826087,12.08791209,10
2161,45.45454545,21.62162162,47.82608696,12.08791209,10
2162,45.45454545,18.91891892,43.47826087,10.98901099,9
2163,45.45454545,16.21621622,43.47826087,9.89010989,8
2164,40.90909091,16.21621622,39.13043478,9.89010989,8
2165,40.90909091,16.21621622,39.13043478,10.98901099,9
2166,40.90909091,18.91891892,39.13043478,10.98901099,9
2167,40.90909091,18.91891892,34.7826087,10.98901099,9
2168,36.36363636,21.62162162,34.7826087,10.98901099,9
2169,31.81818182,21.62162162,34.7826087,9.89010989,8
