czb_id,sampleid,sample_type,Ast,roost_site,latitude_s,longitude_e,collection_date,species,bat_sex,unique_tag_id,recap,bat_age_class,young_of_year
RR034B_492_uaRa,MIZ401,urine,0,Maromizaha,-18.9623,48.4525,2/24/19,Rousettus madagascariensis,male,,no,J,
RR034B_493_uaRa,MIZ403,urine,0,Maromizaha,-18.9623,48.4525,4/9/19,Rousettus madagascariensis,male,,no,A,
RR034B_494_uaRa,MIZ405,urine,0,Maromizaha,-18.9623,48.4525,4/9/19,Rousettus madagascariensis,male,,no,A,
RR034B_495_uaRa,MIZ407,urine,0,Maromizaha,-18.9623,48.4525,4/9/19,Rousettus madagascariensis,male,,no,A,
RR034B_496_uaRa,MIZ408,urine,1,Maromizaha,-18.9623,48.4525,4/9/19,Rousettus madagascariensis,male,,no,A,
RR034B_497_uaRa,MLB001,urine,0,Mahialambo,-18.1102,48.2098,12/13/18,Pteropus rufus,female,1366,no,L,
RR034B_498_uaRa,MLB004,urine,0,Mahialambo,-18.1102,48.2098,12/16/18,Pteropus rufus,female,1367,no,NL,
RR034B_499_uaRa,MLB005,urine,0,Mahialambo,-18.1102,48.2098,12/17/18,Pteropus rufus,male,1368,no,A,
RR034B_500_uaRa,MLB006,urine,0,Mahialambo,-18.1102,48.2098,12/18/18,Pteropus rufus,female,1371,no,L,
RR034B_501_uaRa,MLB009,urine,0,Mahialambo,-18.1102,48.2098,12/18/18,Pteropus rufus,male,1370,no,A,
